sender_id,receiver_id,amount,device_id,location,merchant_name,transaction_type,timestamp,txn_frequency,user_avg_amount,amount_vs_avg,device_change,location_change,rule_score,fraud_probability,fraud_flag
USER004,USER001,102391,DEV7,Bangalore,Swiggy,CARD,2026-03-06 10:55:59.914584,11,2916,35.113511659807955,1,1,55,0.46512607,0
USER003,USER004,40109,DEV3,Mumbai,Unknown,ONLINE,2026-03-06 20:33:43.922112,39,7704,5.206256490134995,0,0,20,0.18486032,0
USER003,USER001,718,DEV6,Chennai,Swiggy,UPI,2026-03-06 14:39:59.931135,48,2579,0.27840248158200853,0,1,35,0.2691938,0
USER003,USER005,199829,DEV17,Hyderabad,Unknown,UPI,2026-03-06 21:01:46.939680,27,2052,97.38255360623782,1,0,60,0.46419814,0
USER001,USER002,19053,DEV14,Hyderabad,Flipkart,CARD,2026-03-06 23:16:10.947724,35,3465,5.498701298701299,0,1,35,0.23932905,0
USER002,USER004,53099,DEV7,Hyderabad,Flipkart,UPI,2026-03-05 21:34:06.954236,24,3466,15.319965377957299,0,0,0,0.20762262,0
USER005,USER002,198609,DEV7,Chennai,Swiggy,UPI,2026-03-06 21:27:40.962763,21,2255,88.0749445676275,0,0,40,0.3696693,0
USER005,USER003,90729,DEV8,Bangalore,Swiggy,ONLINE,2026-03-06 22:53:41.971316,7,6686,13.569997008674843,0,0,40,0.20899777,0
USER003,USER003,180335,DEV6,Delhi,Flipkart,ONLINE,2026-03-06 13:02:07.978556,2,2471,72.98057466612707,0,0,40,0.20182921,0
USER005,USER001,14583,DEV16,Bangalore,Swiggy,UPI,2026-03-06 20:21:20.987066,51,2832,5.149364406779661,0,0,20,0.2109056,0
USER002,USER004,36361,DEV19,Chennai,Unknown,UPI,2026-03-06 21:28:43.994103,28,7725,4.706925566343042,1,1,35,0.363961,0
USER005,USER005,86155,DEV9,Hyderabad,Swiggy,CARD,2026-03-06 08:08:22.002136,40,2467,34.92298338062424,0,1,75,0.53135467,1
USER002,USER004,41862,DEV12,Delhi,Flipkart,CARD,2026-03-06 09:37:09.011152,35,2013,20.795827123695975,0,1,35,0.47696942,0
USER001,USER004,51853,DEV4,Bangalore,Swiggy,CARD,2026-03-06 20:50:09.017664,24,6693,7.747347975496788,1,1,15,0.58331066,1
USER003,USER005,4593,DEV8,Hyderabad,Swiggy,UPI,2026-03-05 23:51:43.027390,39,6741,0.6813529149977748,1,1,35,0.5036635,1
USER001,USER004,26847,DEV12,Mumbai,Zomato,UPI,2026-03-06 19:14:15.037417,46,5591,4.801824360579503,0,1,35,0.26165786,0
USER002,USER001,90554,DEV7,Chennai,Paytm,UPI,2026-03-06 21:16:46.046275,45,2283,39.66447656592203,0,0,60,0.635134,1
USER004,USER004,130683,DEV1,Hyderabad,Flipkart,CARD,2026-03-06 14:31:30.055811,45,4382,29.822683706070286,1,1,75,0.6532225,1
USER005,USER004,100761,DEV4,Hyderabad,Amazon,CARD,2026-03-05 22:41:13.065443,10,2960,34.04087837837838,0,0,40,0.20528416,0
USER002,USER005,9809,DEV5,Mumbai,Paytm,ONLINE,2026-03-06 09:07:20.073973,34,7979,1.2293520491289636,1,1,35,0.18646201,0
USER001,USER004,186723,DEV7,Hyderabad,Amazon,ONLINE,2026-03-06 07:14:49.083499,19,2584,72.26122291021672,1,1,55,0.4855136,0
USER005,USER001,44081,DEV6,Chennai,Zomato,CARD,2026-03-05 21:24:02.092860,31,5189,8.49508575833494,1,1,35,0.5010196,1
USER001,USER001,5369,DEV2,Mumbai,Paytm,UPI,2026-03-06 19:03:15.101385,51,4524,1.1867816091954022,1,0,20,0.2614475,0
USER001,USER003,118614,DEV16,Mumbai,Amazon,ONLINE,2026-03-06 12:42:42.110919,3,4620,25.674025974025973,0,1,55,0.33186635,0
USER001,USER004,192787,DEV19,Chennai,Amazon,ONLINE,2026-03-06 12:44:59.120443,39,6588,29.263357619915,1,1,75,0.61939555,1
USER002,USER002,189500,DEV16,Delhi,Zomato,CARD,2026-03-06 13:45:51.129484,36,3064,61.847258485639685,1,0,60,0.51349044,1
USER001,USER005,173988,DEV6,Mumbai,Swiggy,ONLINE,2026-03-06 20:48:58.137522,44,7939,21.91560649955914,1,0,60,0.5642215,1
USER005,USER003,139534,DEV12,Bangalore,Zomato,CARD,2026-03-06 23:08:58.146038,50,6722,20.757810175542993,0,0,60,0.38551623,0
USER002,USER005,28578,DEV2,Mumbai,Zomato,UPI,2026-03-06 00:02:54.153567,19,5682,5.029567053854277,0,0,20,0.08920826,0
USER005,USER005,114867,DEV8,Delhi,Flipkart,ONLINE,2026-03-06 21:52:47.161638,15,2366,48.549027895181744,1,1,55,0.44699886,0
USER002,USER004,11678,DEV8,Bangalore,Unknown,UPI,2026-03-06 06:05:17.169672,27,3811,3.0642875885594334,0,0,20,0.10420805,0
USER003,USER004,130541,DEV3,Bangalore,Unknown,CARD,2026-03-06 18:38:32.178703,56,4551,28.684025488903536,1,0,60,0.3543897,0
USER004,USER001,144329,DEV6,Bangalore,Zomato,CARD,2026-03-06 06:30:24.186219,33,3420,42.2014619883041,1,1,75,0.47510415,0
USER005,USER002,146058,DEV6,Hyderabad,Flipkart,ONLINE,2026-03-05 21:18:15.193593,38,6926,21.088362691308113,0,1,75,0.59706867,1
USER001,USER005,39410,DEV8,Bangalore,Flipkart,ONLINE,2026-03-06 16:56:48.202136,25,6058,6.505447342357214,0,1,15,0.444923,0
USER001,USER002,140368,DEV18,Bangalore,Unknown,CARD,2026-03-06 07:46:42.210158,4,3201,43.85129646985317,1,1,55,0.53434116,1
USER005,USER001,33959,DEV5,Hyderabad,Zomato,CARD,2026-03-06 08:35:44.217788,56,7486,4.53633449104996,0,1,35,0.2826815,0
USER003,USER001,54315,DEV3,Bangalore,Zomato,ONLINE,2026-03-06 18:47:03.225322,24,5192,10.461286594761171,1,1,15,0.54624075,1
USER005,USER003,74908,DEV8,Chennai,Unknown,CARD,2026-03-06 16:42:03.233631,60,2427,30.864441697569017,1,0,60,0.44047895,0
USER005,USER002,51056,DEV4,Bangalore,Flipkart,UPI,2026-03-06 11:07:37.241161,51,5475,9.325296803652968,1,1,35,0.60928774,1
USER003,USER003,87045,DEV18,Delhi,Flipkart,UPI,2026-03-06 11:22:43.250184,59,2109,41.27311522048364,1,0,60,0.45750457,0
USER005,USER005,27553,DEV3,Bangalore,Swiggy,ONLINE,2026-03-05 22:33:47.257540,12,2842,9.694933145672062,1,1,15,0.43176132,0
USER001,USER001,148132,DEV1,Hyderabad,Paytm,UPI,2026-03-06 02:32:24.265067,13,3085,48.01685575364668,0,0,60,0.34717363,0
USER005,USER004,10799,DEV10,Delhi,Flipkart,CARD,2026-03-06 05:26:29.273586,24,6860,1.574198250728863,0,0,0,0.101935804,0
USER003,USER001,67821,DEV13,Delhi,Paytm,UPI,2026-03-06 03:53:01.281129,17,5731,11.834060373407782,1,1,75,0.52650505,1
USER001,USER004,198313,DEV10,Delhi,Flipkart,ONLINE,2026-03-06 09:07:58.289144,34,6145,32.27225386493084,0,0,60,0.2762802,0
USER005,USER002,196501,DEV15,Delhi,Swiggy,ONLINE,2026-03-06 03:09:17.297161,31,3304,59.47366828087167,0,0,80,0.3420331,0
USER002,USER005,68037,DEV19,Mumbai,Paytm,UPI,2026-03-06 05:43:26.305204,31,6979,9.748817882218082,0,0,60,0.6535504,1
USER004,USER004,156592,DEV4,Chennai,Zomato,ONLINE,2026-03-06 08:18:09.312752,16,2252,69.53463587921847,0,0,40,0.2620474,0
USER004,USER001,116978,DEV5,Bangalore,Paytm,ONLINE,2026-03-06 13:52:51.320768,50,7769,15.05702149568799,0,1,75,0.61204207,1
USER003,USER001,125287,DEV6,Mumbai,Flipkart,CARD,2026-03-06 00:26:27.328783,51,5156,24.299262994569435,0,0,80,0.48508984,0
USER001,USER005,141156,DEV19,Mumbai,Unknown,CARD,2026-03-06 08:11:59.336322,43,3423,41.23751095530237,0,0,60,0.34258333,0
USER002,USER001,30843,DEV17,Bangalore,Unknown,ONLINE,2026-03-06 09:36:09.343872,58,2245,13.738530066815144,1,0,20,0.4603232,0
USER003,USER003,47566,DEV1,Hyderabad,Paytm,CARD,2026-03-06 07:50:20.351895,11,5641,8.43219287360397,1,1,15,0.4294156,0
USER001,USER001,103085,DEV3,Hyderabad,Swiggy,CARD,2026-03-05 22:21:26.359412,24,5852,17.615345181134654,1,1,55,0.4806127,0
USER003,USER005,106242,DEV9,Hyderabad,Amazon,ONLINE,2026-03-06 04:37:52.367068,13,7944,13.373867069486405,1,0,60,0.27529153,0
USER003,USER004,71969,DEV13,Bangalore,Swiggy,UPI,2026-03-06 02:20:41.374603,17,6758,10.649452500739864,1,0,60,0.39522752,0
USER003,USER002,134855,DEV20,Bangalore,Flipkart,CARD,2026-03-06 05:09:57.382970,34,3434,39.27052999417589,0,0,60,0.3338567,0
USER003,USER002,50571,DEV10,Chennai,Paytm,CARD,2026-03-06 19:52:40.390494,11,7884,6.414383561643835,0,0,0,0.30948046,0
USER002,USER004,90781,DEV5,Hyderabad,Flipkart,ONLINE,2026-03-06 01:30:24.398522,43,5409,16.783324089480494,0,1,95,0.73310894,1
USER001,USER003,94416,DEV9,Chennai,Paytm,ONLINE,2026-03-06 23:31:39.405361,17,3947,23.920952622244744,1,0,40,0.22695266,0
USER001,USER002,117911,DEV8,Bangalore,Swiggy,ONLINE,2026-03-06 07:52:39.413502,16,5164,22.83326878388846,0,0,40,0.4722543,0
USER003,USER005,47640,DEV9,Hyderabad,Paytm,UPI,2026-03-06 03:20:50.421028,13,7578,6.286619160728424,1,0,20,0.4133933,0
USER004,USER002,16913,DEV11,Bangalore,Flipkart,ONLINE,2026-03-06 23:19:47.428575,13,6477,2.6112397714991507,1,1,15,0.13844928,0
USER004,USER004,188286,DEV19,Delhi,Paytm,CARD,2026-03-06 01:54:45.435600,46,6867,27.418960244648318,1,0,80,0.5200783,1
USER005,USER001,126511,DEV12,Bangalore,Zomato,CARD,2026-03-05 20:20:08.443623,12,3758,33.66444917509313,1,1,55,0.4556329,0
USER001,USER005,115385,DEV7,Mumbai,Unknown,ONLINE,2026-03-06 02:53:28.450673,53,7574,15.23435437021389,1,1,95,0.69552416,1
USER004,USER001,33494,DEV12,Chennai,Paytm,CARD,2026-03-06 03:03:46.458710,4,2410,13.89792531120332,0,0,20,0.3923007,0
USER002,USER004,76776,DEV4,Bangalore,Paytm,ONLINE,2026-03-06 04:47:26.466228,28,2991,25.66900702106319,1,0,80,0.47697678,0
USER005,USER003,1120,DEV13,Chennai,Flipkart,CARD,2026-03-06 12:21:29.474755,17,3252,0.34440344403444034,0,0,0,0.043921534,0
USER002,USER001,51960,DEV8,Bangalore,Paytm,ONLINE,2026-03-06 03:31:32.482308,10,5304,9.796380090497738,1,0,20,0.3124225,0
USER005,USER004,136859,DEV7,Hyderabad,Flipkart,ONLINE,2026-03-06 22:45:46.489824,26,6421,21.31428126460053,1,1,75,0.4922713,0
USER005,USER002,20025,DEV4,Delhi,Flipkart,CARD,2026-03-06 14:21:55.497840,58,5962,3.358772224085877,1,1,35,0.32468584,0
USER003,USER003,17886,DEV1,Mumbai,Paytm,ONLINE,2026-03-05 21:16:38.505366,4,2671,6.69636840134781,1,0,0,0.32336852,0
USER001,USER003,103143,DEV4,Delhi,Swiggy,CARD,2026-03-06 06:50:57.513435,16,5538,18.62459371614301,0,0,40,0.22495389,0
USER001,USER002,124727,DEV1,Chennai,Flipkart,CARD,2026-03-06 22:37:46.521458,56,7685,16.22992843201041,1,0,60,0.4249989,0
USER001,USER003,130042,DEV16,Mumbai,Flipkart,UPI,2026-03-06 19:35:54.528976,17,3230,40.26068111455108,0,1,55,0.4582851,0
USER003,USER005,198576,DEV3,Bangalore,Zomato,CARD,2026-03-06 21:39:07.535780,45,4828,41.13007456503728,0,1,75,0.6037297,1
USER001,USER003,184973,DEV9,Mumbai,Flipkart,UPI,2026-03-06 05:07:44.544306,30,4611,40.11559314682282,0,1,75,0.67148596,1
USER002,USER003,64098,DEV2,Hyderabad,Amazon,UPI,2026-03-06 13:58:31.551322,50,3724,17.212137486573578,1,0,60,0.5751145,1
USER004,USER003,146547,DEV5,Bangalore,Unknown,CARD,2026-03-06 13:15:29.559706,46,5317,27.561971036298665,0,0,60,0.48769808,0
USER004,USER002,169409,DEV20,Chennai,Paytm,CARD,2026-03-06 09:45:55.568228,26,5026,33.70652606446478,1,1,75,0.60840714,1
USER005,USER005,18116,DEV9,Mumbai,Paytm,CARD,2026-03-06 11:17:41.575757,21,6371,2.8435096531156803,0,1,15,0.26028904,0
USER001,USER005,31099,DEV13,Hyderabad,Amazon,ONLINE,2026-03-06 11:49:51.583287,34,7491,4.151515151515151,1,1,35,0.22897132,0
USER002,USER004,189355,DEV17,Hyderabad,Unknown,ONLINE,2026-03-06 14:56:41.591309,18,6101,31.03671529257499,0,1,55,0.47000197,0
USER002,USER005,103432,DEV4,Delhi,Amazon,ONLINE,2026-03-06 06:06:42.598836,56,2073,49.89483839845634,1,1,75,0.6381561,1
USER005,USER003,45702,DEV2,Delhi,Swiggy,ONLINE,2026-03-06 18:32:49.606364,26,6971,6.556017787978769,0,1,35,0.69068563,1
USER002,USER002,119907,DEV5,Hyderabad,Unknown,UPI,2026-03-06 13:14:31.614387,47,5274,22.735494880546074,1,0,60,0.48812667,0
USER004,USER004,121650,DEV17,Chennai,Paytm,CARD,2026-03-06 04:08:43.621435,4,2625,46.34285714285714,0,0,60,0.22395481,0
USER003,USER003,105688,DEV5,Mumbai,Unknown,CARD,2026-03-06 10:08:44.629452,25,6722,15.722701576911634,0,0,40,0.38276014,0
USER004,USER002,79604,DEV20,Delhi,Zomato,CARD,2026-03-06 23:02:48.636971,54,2765,28.78987341772152,0,1,75,0.5552998,1
USER003,USER005,86181,DEV18,Hyderabad,Flipkart,ONLINE,2026-03-06 16:52:37.644498,24,7485,11.513827655310621,1,0,40,0.4999386,0
USER005,USER003,149518,DEV3,Bangalore,Amazon,CARD,2026-03-06 14:48:15.653042,40,7176,20.835841694537347,1,0,60,0.4588341,0
USER005,USER004,80777,DEV11,Bangalore,Zomato,CARD,2026-03-06 21:16:05.660552,18,3744,21.575053418803417,0,1,55,0.41969818,0
USER005,USER005,5656,DEV17,Delhi,Amazon,CARD,2026-03-06 16:33:27.668571,13,6781,0.8340952661849285,1,0,0,0.11353786,0
USER004,USER001,54416,DEV3,Delhi,Zomato,ONLINE,2026-03-06 13:00:11.676097,22,2504,21.731629392971247,0,1,15,0.4618026,0
USER003,USER004,105541,DEV1,Mumbai,Swiggy,CARD,2026-03-06 17:32:08.684162,37,5287,19.962360506903725,1,0,60,0.47425386,0
USER003,USER001,86234,DEV17,Bangalore,Paytm,UPI,2026-03-06 13:59:01.691679,60,4125,20.90521212121212,1,0,60,0.5385169,1
USER001,USER003,199173,DEV8,Chennai,Amazon,UPI,2026-03-06 12:27:27.699699,28,5975,33.33439330543933,1,1,75,0.59059745,1
USER004,USER001,135160,DEV9,Delhi,Zomato,ONLINE,2026-03-05 23:17:42.707554,12,4706,28.72078198045049,1,1,55,0.48546004,0
USER004,USER005,117429,DEV6,Bangalore,Zomato,CARD,2026-03-06 00:15:16.715100,11,4541,25.859722528077516,1,1,75,0.5751993,1
USER003,USER002,130400,DEV19,Delhi,Amazon,UPI,2026-03-05 20:31:19.723624,17,7841,16.63053181992093,1,0,40,0.2948267,0
USER001,USER003,135116,DEV3,Delhi,Zomato,UPI,2026-03-06 21:04:20.731439,34,6356,21.25802391441158,0,1,75,0.34587777,0
USER004,USER005,34413,DEV16,Hyderabad,Zomato,UPI,2026-03-06 15:06:18.738466,45,5054,6.809062129006727,1,0,20,0.4867286,0
USER003,USER005,21594,DEV17,Mumbai,Flipkart,UPI,2026-03-06 01:55:49.746570,56,7042,3.0664583925021303,1,0,40,0.26182494,0
USER002,USER004,168643,DEV3,Hyderabad,Flipkart,CARD,2026-03-06 05:33:23.754585,13,2654,63.54295403165034,0,0,40,0.2789224,0
USER002,USER003,10227,DEV17,Hyderabad,Zomato,ONLINE,2026-03-05 21:51:43.762112,17,2860,3.575874125874126,0,1,15,0.13754219,0
USER005,USER002,133351,DEV2,Delhi,Amazon,CARD,2026-03-06 16:22:50.769651,54,4668,28.567052270779776,1,1,75,0.598272,1
USER005,USER003,31253,DEV11,Mumbai,Paytm,ONLINE,2026-03-05 19:55:10.777676,45,4992,6.260616987179487,0,1,35,0.5978069,1
USER004,USER002,196966,DEV3,Bangalore,Flipkart,ONLINE,2026-03-06 01:03:38.784700,3,7915,24.885154769425142,1,1,75,0.6182257,1
USER002,USER004,69372,DEV9,Hyderabad,Unknown,ONLINE,2026-03-05 23:13:54.792734,13,5047,13.74519516544482,0,1,55,0.48535377,0
USER003,USER004,161900,DEV19,Delhi,Flipkart,UPI,2026-03-06 02:17:26.799808,25,4337,37.32995157943279,1,0,60,0.3918881,0
USER004,USER004,173683,DEV12,Delhi,Unknown,UPI,2026-03-06 17:02:34.807326,5,5783,30.0333736814802,1,1,55,0.50094455,1
USER005,USER004,159340,DEV16,Hyderabad,Flipkart,CARD,2026-03-06 21:41:17.815858,18,6419,24.823181180869295,1,0,40,0.3490985,0
USER001,USER005,124602,DEV3,Mumbai,Flipkart,ONLINE,2026-03-06 22:43:05.823874,20,2314,53.847018150388934,1,1,55,0.6127497,1
USER004,USER005,16229,DEV14,Chennai,Paytm,UPI,2026-03-05 21:48:48.831903,4,3354,4.838700059630292,1,0,0,0.04779813,0
USER005,USER002,145365,DEV3,Delhi,Unknown,CARD,2026-03-06 14:14:10.838424,7,7524,19.32017543859649,1,1,55,0.41156653,0
USER003,USER001,118893,DEV13,Delhi,Flipkart,ONLINE,2026-03-06 11:50:46.846959,10,3378,35.19626998223801,1,0,40,0.29259092,0
USER002,USER003,193306,DEV11,Bangalore,Unknown,UPI,2026-03-06 17:34:30.854857,39,6711,28.80435106541499,1,1,75,0.6188341,1
USER005,USER001,124085,DEV7,Bangalore,Amazon,CARD,2026-03-06 00:02:46.862448,22,7397,16.77504393673111,1,0,60,0.5071767,1
USER004,USER003,197244,DEV6,Bangalore,Unknown,ONLINE,2026-03-05 21:40:16.870970,5,4258,46.32315641146078,1,0,40,0.2595221,0
USER005,USER004,92119,DEV20,Delhi,Unknown,UPI,2026-03-06 12:34:22.878236,1,2972,30.99562584118439,0,1,55,0.31103787,0
USER002,USER005,184932,DEV9,Chennai,Zomato,CARD,2026-03-06 13:17:03.885782,30,3599,51.384273409280354,0,0,60,0.4528586,0
USER004,USER005,194886,DEV6,Hyderabad,Zomato,UPI,2026-03-06 01:07:35.892803,33,6790,28.701914580265097,0,1,95,0.51817894,1
USER002,USER003,194672,DEV4,Delhi,Amazon,CARD,2026-03-06 21:21:36.900905,48,6945,28.030525557955364,1,1,75,0.5767304,1
USER003,USER004,85690,DEV7,Delhi,Flipkart,UPI,2026-03-06 21:11:48.908931,31,7784,11.008478931140802,1,0,60,0.42269427,0
USER001,USER004,50821,DEV13,Delhi,Unknown,UPI,2026-03-06 13:50:37.916304,45,2084,24.386276391554702,0,0,20,0.34209323,0
USER003,USER004,190546,DEV17,Hyderabad,Paytm,UPI,2026-03-06 05:38:33.923838,41,6839,27.86167568357947,0,1,75,0.58674115,1
USER004,USER004,107661,DEV15,Hyderabad,Paytm,ONLINE,2026-03-06 00:30:07.932360,59,7759,13.875628302616317,0,0,80,0.57583344,1
USER005,USER001,156714,DEV5,Delhi,Flipkart,ONLINE,2026-03-06 02:57:51.940391,6,7758,20.20030935808198,1,1,75,0.5034136,1
USER005,USER003,184747,DEV7,Chennai,Amazon,ONLINE,2026-03-05 23:21:10.948420,13,5827,31.70533722327098,0,1,55,0.35283363,0
USER004,USER004,101515,DEV7,Delhi,Swiggy,UPI,2026-03-05 21:06:20.956437,17,6619,15.33690889862517,1,0,40,0.21660851,0
USER002,USER001,152708,DEV10,Delhi,Flipkart,ONLINE,2026-03-06 14:16:46.964469,47,5732,26.641311933007675,0,1,75,0.6835986,1
USER001,USER002,86461,DEV2,Mumbai,Amazon,ONLINE,2026-03-06 17:34:13.972514,16,7277,11.881407173285695,0,0,40,0.28495926,0
USER003,USER003,11747,DEV3,Chennai,Amazon,ONLINE,2026-03-06 20:43:34.980537,22,7844,1.497577766445691,0,1,15,0.16998298,0
USER005,USER003,44481,DEV4,Mumbai,Swiggy,UPI,2026-03-06 22:24:13.987555,40,4105,10.835809987819731,0,0,20,0.3192776,0
USER002,USER001,76312,DEV12,Hyderabad,Flipkart,ONLINE,2026-03-06 14:28:42.995572,53,6373,11.974266436529108,0,1,75,0.6127057,1
USER005,USER002,29649,DEV8,Chennai,Swiggy,CARD,2026-03-06 00:45:30.004164,29,5763,5.144716293597085,1,0,40,0.29930288,0
USER002,USER003,196196,DEV19,Mumbai,Flipkart,UPI,2026-03-05 21:41:44.012190,38,4227,46.414951502247455,1,1,75,0.6342476,1
USER004,USER004,94872,DEV3,Mumbai,Unknown,UPI,2026-03-06 07:04:20.019707,12,4870,19.480903490759754,0,1,55,0.4476262,0
USER001,USER001,66755,DEV12,Delhi,Flipkart,CARD,2026-03-06 15:39:55.027262,58,3874,17.231543624161073,1,0,60,0.70938194,1
USER001,USER004,142140,DEV10,Bangalore,Unknown,ONLINE,2026-03-06 07:45:42.035284,56,7370,19.28629579375848,1,0,60,0.43203172,0
USER001,USER003,64503,DEV17,Chennai,Flipkart,CARD,2026-03-06 07:35:40.043305,59,6194,10.413787536325476,1,1,75,0.626796,1
USER004,USER001,36538,DEV2,Hyderabad,Amazon,ONLINE,2026-03-06 12:19:28.051470,31,4706,7.764130896727582,1,1,35,0.5862916,1
USER003,USER003,159138,DEV20,Mumbai,Amazon,CARD,2026-03-06 03:29:56.059510,23,6747,23.58648288128057,1,0,60,0.35484686,0
USER005,USER004,104608,DEV19,Delhi,Paytm,CARD,2026-03-06 21:15:59.067613,23,3042,34.387902695595,1,1,55,0.46017706,0
USER001,USER002,116782,DEV8,Hyderabad,Flipkart,CARD,2026-03-06 04:28:42.074141,44,4755,24.55983175604627,0,0,80,0.53545165,1
USER003,USER004,13193,DEV13,Chennai,Paytm,UPI,2026-03-06 22:06:42.082168,12,2485,5.309054325955734,1,0,0,0.04963846,0
USER005,USER003,69662,DEV16,Chennai,Unknown,ONLINE,2026-03-06 03:22:23.089516,45,2187,31.85276634659351,1,0,80,0.5268451,1
USER002,USER005,72910,DEV3,Delhi,Swiggy,ONLINE,2026-03-06 16:55:17.098049,1,6703,10.877219155601969,0,0,40,0.21957234,0
USER005,USER003,104932,DEV9,Bangalore,Amazon,ONLINE,2026-03-06 22:08:17.106068,17,6547,16.027493508477164,0,1,55,0.37449875,0
USER001,USER003,177101,DEV13,Mumbai,Amazon,CARD,2026-03-06 01:56:22.114617,34,2807,63.09262557890987,0,1,95,0.6173514,1
USER005,USER002,130242,DEV16,Mumbai,Unknown,ONLINE,2026-03-06 07:51:44.121632,32,3643,35.75130387043645,1,1,75,0.5638833,1
USER004,USER003,150518,DEV12,Bangalore,Paytm,UPI,2026-03-06 03:10:27.129648,45,3769,39.93579198726453,0,1,95,0.75521094,1
USER001,USER005,52854,DEV12,Chennai,Flipkart,CARD,2026-03-06 02:55:34.138186,11,3506,15.07529948659441,0,1,35,0.63450557,1
USER004,USER004,182300,DEV3,Delhi,Unknown,UPI,2026-03-06 18:43:59.145730,50,5984,30.46457219251337,1,0,60,0.46657813,0
USER004,USER002,77339,DEV9,Delhi,Unknown,UPI,2026-03-06 16:50:21.154261,21,4564,16.9454425942156,0,1,55,0.4528635,0
USER004,USER002,10951,DEV1,Chennai,Paytm,UPI,2026-03-06 15:45:04.161291,33,6791,1.6125754675305553,0,0,20,0.10800139,0
USER005,USER003,70888,DEV13,Hyderabad,Swiggy,ONLINE,2026-03-06 12:54:58.169808,16,6019,11.777371656421332,0,1,55,0.49614915,0
USER004,USER001,148163,DEV14,Bangalore,Paytm,UPI,2026-03-06 10:53:48.176890,46,6275,23.61163346613546,1,0,60,0.40722385,0
USER003,USER002,58469,DEV6,Chennai,Amazon,UPI,2026-03-06 14:46:40.184418,16,4111,14.222573583069813,1,0,0,0.32485062,0
USER002,USER004,188156,DEV13,Bangalore,Flipkart,CARD,2026-03-06 10:23:31.191928,34,5331,35.29469142749953,1,0,60,0.42242813,0
USER002,USER004,140015,DEV2,Delhi,Paytm,ONLINE,2026-03-06 20:51:53.199974,27,2084,67.18570057581574,0,1,75,0.4554801,0
USER004,USER005,4949,DEV2,Hyderabad,Zomato,CARD,2026-03-06 05:55:08.208004,32,7381,0.6705053515783769,0,1,35,0.24197091,0
USER003,USER005,197073,DEV5,Hyderabad,Unknown,ONLINE,2026-03-06 10:19:25.215531,38,2373,83.0480404551201,0,0,60,0.48364857,0
USER003,USER001,156789,DEV3,Delhi,Zomato,UPI,2026-03-06 17:16:34.224061,5,6224,25.19103470437018,0,1,55,0.4981955,0
USER003,USER002,177447,DEV17,Bangalore,Swiggy,UPI,2026-03-06 20:29:38.231582,13,4019,44.15202786762876,0,0,40,0.2519561,0
USER002,USER001,174224,DEV16,Bangalore,Flipkart,UPI,2026-03-05 20:57:07.239868,45,3178,54.82190056639396,0,1,75,0.51410216,1
USER001,USER002,35543,DEV16,Mumbai,Unknown,CARD,2026-03-06 14:11:37.247396,43,6806,5.222303849544519,0,0,20,0.1401943,0
USER004,USER003,132893,DEV10,Hyderabad,Unknown,CARD,2026-03-06 19:08:54.255425,15,7734,17.182958365658134,0,0,40,0.23733169,0
USER001,USER005,172315,DEV8,Delhi,Paytm,ONLINE,2026-03-05 20:18:22.262770,12,4186,41.16459627329193,1,0,40,0.25162467,0
USER005,USER005,67365,DEV7,Chennai,Flipkart,CARD,2026-03-06 01:55:58.270792,17,7091,9.500070511916514,0,1,75,0.580496,1
USER001,USER001,186188,DEV17,Delhi,Flipkart,UPI,2026-03-06 12:00:48.278896,32,4825,38.58818652849741,1,0,60,0.44755712,0
USER004,USER001,135244,DEV15,Delhi,Paytm,CARD,2026-03-05 22:17:05.286917,5,2881,46.94342242276987,1,1,55,0.43795684,0
USER005,USER005,159699,DEV6,Chennai,Amazon,UPI,2026-03-06 22:14:27.294443,53,6465,24.702088167053365,1,1,75,0.5481925,1
USER003,USER001,195436,DEV12,Hyderabad,Unknown,UPI,2026-03-05 20:27:12.302466,6,6413,30.474972711679403,0,0,40,0.2248544,0
USER003,USER002,66436,DEV17,Hyderabad,Amazon,UPI,2026-03-06 22:04:50.310493,6,6862,9.681725444476829,0,0,40,0.49837664,0
USER003,USER005,185512,DEV4,Chennai,Zomato,UPI,2026-03-06 20:27:32.318538,46,2261,82.04865103936311,1,1,75,0.645531,1
USER001,USER001,196985,DEV8,Hyderabad,Amazon,UPI,2026-03-06 02:52:40.327065,41,3518,55.99346219442865,0,1,95,0.74587625,1
USER001,USER001,96867,DEV12,Bangalore,Unknown,ONLINE,2026-03-06 06:00:06.334654,44,2519,38.45454545454545,0,1,75,0.579707,1
USER001,USER005,16605,DEV10,Bangalore,Paytm,ONLINE,2026-03-06 09:16:03.342164,32,2881,5.7636237417563345,1,0,20,0.093662396,0
USER002,USER003,135156,DEV4,Bangalore,Flipkart,UPI,2026-03-06 16:32:02.350186,26,6972,19.3855421686747,1,1,75,0.49867263,0
USER002,USER001,70083,DEV11,Mumbai,Amazon,ONLINE,2026-03-06 12:59:24.357713,41,4498,15.580924855491329,1,1,75,0.64933556,1
USER001,USER001,28717,DEV16,Chennai,Zomato,UPI,2026-03-06 10:51:26.365274,23,6874,4.177625836485307,0,1,15,0.11587914,0
USER005,USER001,186930,DEV6,Delhi,Zomato,UPI,2026-03-06 04:42:01.373297,37,6718,27.825245608812146,1,0,80,0.42810097,0
